
ID	DOCULECT	CONCEPT	VALUE	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG	SOURCE
232729	Galician-std	daughter	filla	1357	DAUGHTER	gali1258	logos
84405	Hindi-std	daughter-in-law (of a man)	बहू	2265	DAUGHTER-IN-LAW (OF MAN)	hind1269	logos
163678	Romagnol-std	daughter-in-law (of a man)	nòra	2265	DAUGHTER-IN-LAW (OF MAN)	roma1328	logos
198698	Latin-std	daughter-in-law (of a man)	nurus	2265	DAUGHTER-IN-LAW (OF MAN)	lati1261	logos
48187	Venetian-std	dawn	alba	729	DAWN	vene1258	logos
84222	Hindi-std	dawn	उषा	729	DAWN	hind1269	logos
163493	Romagnol-std	dawn	albèda	729	DAWN	roma1328	logos
198472	Latin-std	dawn	aurora	729	DAWN	lati1261	logos
48501	Venetian-std	deaf	sort	996	DEAF	vene1258	logos
84554	Hindi-std	deaf	बहरा	996	DEAF	hind1269	logos
163805	Romagnol-std	deaf	sùrd	996	DEAF	roma1328	logos
198883	Latin-std	deaf	surdus	996	DEAF	lati1261	logos
232872	Galician-std	deaf	xordo	996	DEAF	gali1258	logos
163401	Romagnol-std	dear (costly, expensive)	chèr	1426	EXPENSIVE	roma1328	logos
198357	Latin-std	dear (costly, expensive)	carus	1426	EXPENSIVE	lati1261	logos
232457	Galician-std	dear (costly, expensive)	caro	1426	EXPENSIVE	gali1258	logos
48080	Venetian-std	debt	deute	1914	DEBT	vene1258	logos
84111	Hindi-std	debt	कर्ज़	1914	DEBT	hind1269	logos
163386	Romagnol-std	debt	dèbit	1914	DEBT	roma1328	logos
84295	Hindi-std	deceit	छल	13	DECEIT	hind1269	logos
84296	Hindi-std	deceit	कूट	13	DECEIT	hind1269	logos
163570	Romagnol-std	deceit	fasolàzin	13	DECEIT	roma1328	logos
163571	Romagnol-std	deceit	imbrogli	13	DECEIT	roma1328	logos
198559	Latin-std	deceit	error	13	DECEIT	lati1261	logos
198560	Latin-std	deceit	falsitas	13	DECEIT	lati1261	logos
232632	Galician-std	deceit	engano	13	DECEIT	gali1258	logos
232633	Galician-std	deceit	falsidade	13	DECEIT	gali1258	logos
84159	Hindi-std	deep	गहन	1593	DEEP	hind1269	logos
163434	Romagnol-std	deep	smusred	1593	DEEP	roma1328	logos
198403	Latin-std	deep	altus	1593	DEEP	lati1261	logos
48389	Venetian-std	defeat	derrota	782	DEFEAT	vene1258	logos
84423	Hindi-std	defeat	हार	782	DEFEAT	hind1269	logos
198724	Latin-std	defeat	clades	782	DEFEAT	lati1261	logos
232754	Galician-std	defeat	derrota	782	DEFEAT	gali1258	logos
48477	Venetian-std	defecate	cagar	676	SHIT (DEFECATE)	vene1258	logos
48478	Venetian-std	defecate	ferdeventre	676	SHIT (DEFECATE)	vene1258	logos
48479	Venetian-std	defecate	cagar	676	SHIT (DEFECATE)	vene1258	logos
163778	Romagnol-std	defecate	caghér	676	SHIT (DEFECATE)	roma1328	logos
198851	Latin-std	defecate	cacare	676	SHIT (DEFECATE)	lati1261	logos
232850	Galician-std	defecate	cagar	676	SHIT (DEFECATE)	gali1258	logos
232851	Galician-std	defecate	defecar	676	SHIT (DEFECATE)	gali1258	logos
48391	Venetian-std	defend	defendre	1330	DEFEND	vene1258	logos
84424	Hindi-std	defend	रक्षाकरना	1330	DEFEND	hind1269	logos
163692	Romagnol-std	defend	difèndar	1330	DEFEND	roma1328	logos
198726	Latin-std	defend	defendere	1330	DEFEND	lati1261	logos
232756	Galician-std	defend	defender	1330	DEFEND	gali1258	logos
48326	Venetian-std	deny	denegar	755	DENY	vene1258	logos
84360	Hindi-std	deny	मुकरना	755	DENY	hind1269	logos
163637	Romagnol-std	deny	dinighè	755	DENY	roma1328	logos
198640	Latin-std	deny	negare	755	DENY	lati1261	logos
48259	Venetian-std	desire, want	voler	1784	WANT	vene1258	logos
84290	Hindi-std	desire, want	चाहना	1784	WANT	hind1269	logos
163564	Romagnol-std	desire, want	vlé	1784	WANT	roma1328	logos
198550	Latin-std	desire, want	volle	1784	WANT	lati1261	logos
48071	Venetian-std	destroy	destruït	681	DESTROY	vene1258	logos
84095	Hindi-std	destroy	विनाशकरना	681	DESTROY	hind1269	logos
163373	Romagnol-std	destroy	distròzar	681	DESTROY	roma1328	logos
198333	Latin-std	destroy	destruere	681	DESTROY	lati1261	logos
232434	Galician-std	destroy	destruír	681	DESTROY	gali1258	logos
84053	Hindi-std	dew	ओस	1977	DEW	hind1269	logos
163323	Romagnol-std	dew	gvàza	1977	DEW	roma1328	logos
198259	Latin-std	dew	ros	1977	DEW	lati1261	logos
232374	Galician-std	dew	orballo	1977	DEW	gali1258	logos
48481	Venetian-std	die, dead	morir	1494	DIE	vene1258	logos
84527	Hindi-std	die, dead	मरना	1494	DIE	hind1269	logos
163781	Romagnol-std	die, dead	murì	1494	DIE	roma1328	logos
198856	Latin-std	die, dead	mori	1494	DIE	lati1261	logos
232855	Galician-std	die, dead	morrer	1494	DIE	gali1258	logos
48302	Venetian-std	difficult	dificil	584	DIFFICULT	vene1258	logos
84330	Hindi-std	difficult	विकट	584	DIFFICULT	hind1269	logos
163611	Romagnol-std	difficult	difèzil	584	DIFFICULT	roma1328	logos
198605	Latin-std	difficult	difficilis	584	DIFFICULT	lati1261	logos
48520	Venetian-std	dinner	sopar	1833	DINNER (SUPPER)	vene1258	logos
84573	Hindi-std	dinner	रातकाखाना	1833	DINNER (SUPPER)	hind1269	logos
163824	Romagnol-std	dinner	disinèr	1833	DINNER (SUPPER)	roma1328	logos
198904	Latin-std	dinner	cēna	1833	DINNER (SUPPER)	lati1261	logos
232890	Galician-std	dinner	cea	1833	DINNER (SUPPER)	gali1258	logos
48232	Venetian-std	dirty, soiled	embrutar	1230	DIRTY	vene1258	logos
48233	Venetian-std	dirty, soiled	brut	1230	DIRTY	vene1258	logos
48234	Venetian-std	dirty, soiled	brut	1230	DIRTY	vene1258	logos
84266	Hindi-std	dirty, soiled	गंदाकरना	1230	DIRTY	hind1269	logos
84267	Hindi-std	dirty, soiled	गंदा	1230	DIRTY	hind1269	logos
163541	Romagnol-std	dirty, soiled	incaculé	1230	DIRTY	roma1328	logos
163542	Romagnol-std	dirty, soiled	cioss	1230	DIRTY	roma1328	logos
198522	Latin-std	dirty, soiled	perunctus	1230	DIRTY	lati1261	logos
198523	Latin-std	dirty, soiled	sordidus	1230	DIRTY	lati1261	logos
232596	Galician-std	dirty, soiled	sucio	1230	DIRTY	gali1258	logos
232597	Galician-std	dirty, soiled	bandalleiro	1230	DIRTY	gali1258	logos
232598	Galician-std	dirty, soiled	lixoso	1230	DIRTY	gali1258	logos
232599	Galician-std	dirty, soiled	emporcar	1230	DIRTY	gali1258	logos
48050	Venetian-std	disappear	desapareixer	485	DISAPPEAR	vene1258	logos
48051	Venetian-std	disappear	desapareixer	485	DISAPPEAR	vene1258	logos
84074	Hindi-std	disappear	अदृष्टहोना	485	DISAPPEAR	hind1269	logos
163353	Romagnol-std	disappear	spàrar	485	DISAPPEAR	roma1328	logos
198300	Latin-std	disappear	excidere	485	DISAPPEAR	lati1261	logos
198301	Latin-std	disappear	eripere	485	DISAPPEAR	lati1261	logos
232410	Galician-std	disappear	desaparecer	485	DISAPPEAR	gali1258	logos
232411	Galician-std	disappear	desaparecer	485	DISAPPEAR	gali1258	logos
84624	Hindi-std	ditch	खाई	2002	DITCH	hind1269	logos
198959	Latin-std	ditch	fossa	2002	DITCH	lati1261	logos
48105	Venetian-std	divide	dividir	1119	DIVIDE	vene1258	logos
163411	Romagnol-std	divide	dvìdar	1119	DIVIDE	roma1328	logos
198372	Latin-std	divide	dividere	1119	DIVIDE	lati1261	logos
232467	Galician-std	divide	dividir	1119	DIVIDE	gali1258	logos
48360	Venetian-std	divorce	divòrç	1134	DIVORCE	vene1258	logos
198686	Latin-std	divorce	divortium	1134	DIVORCE	lati1261	logos
48595	Venetian-std	do, make	fer	2575	DO OR MAKE	vene1258	logos
84642	Hindi-std	do, make	करना	2575	DO OR MAKE	hind1269	logos
163899	Romagnol-std	do, make	fè	2575	DO OR MAKE	roma1328	logos
198987	Latin-std	do, make	agere	2575	DO OR MAKE	lati1261	logos
232952	Galician-std	do, make	facer	2575	DO OR MAKE	gali1258	logos
84617	Hindi-std	door, gate	फाटक	1567	DOOR	hind1269	logos
232926	Galician-std	door, gate	porta	1567	DOOR	gali1258	logos
48298	Venetian-std	doubt	dubte	1308	DOUBT	vene1258	logos
84326	Hindi-std	doubt	शंका	1308	DOUBT	hind1269	logos
163606	Romagnol-std	doubt	dóbi	1308	DOUBT	roma1328	logos
198599	Latin-std	doubt	dubium	1308	DOUBT	lati1261	logos
232667	Galician-std	doubt	dúbida	1308	DOUBT	gali1258	logos
48476	Venetian-std	dream	ensomiar	1920	DREAM (SOMETHING)	vene1258	logos
84522	Hindi-std	dream	सपनादेखना	1920	DREAM (SOMETHING)	hind1269	logos
163776	Romagnol-std	dream	insuniérs	1920	DREAM (SOMETHING)	roma1328	logos
198848	Latin-std	dream	somniare	1920	DREAM (SOMETHING)	lati1261	logos
84061	Hindi-std	drip	टपकना	2253	DRIP (EMIT LIQUID)	hind1269	logos
163334	Romagnol-std	drip	guzzé	2253	DRIP (EMIT LIQUID)	roma1328	logos
198276	Latin-std	drip	destillare	2253	DRIP (EMIT LIQUID)	lati1261	logos
232392	Galician-std	drip	pingar	2253	DRIP (EMIT LIQUID)	gali1258	logos
48482	Venetian-std	drowned	ofegar	1904	DROWN	vene1258	logos
84528	Hindi-std	drowned	डुबाना	1904	DROWN	hind1269	logos
163782	Romagnol-std	drowned	andghé	1904	DROWN	roma1328	logos
232856	Galician-std	drowned	afogar	1904	DROWN	gali1258	logos
48225	Venetian-std	dry	seca	1398	DRY	vene1258	logos
48226	Venetian-std	dry	secar	1398	DRY	vene1258	logos
84260	Hindi-std	dry	शुष्क	1398	DRY	hind1269	logos
84261	Hindi-std	dry	सुखाना	1398	DRY	hind1269	logos
84262	Hindi-std	dry	सूखना	1398	DRY	hind1269	logos
163536	Romagnol-std	dry	sòtt	1398	DRY	roma1328	logos
198516	Latin-std	dry	abstergere	1398	DRY	lati1261	logos
198517	Latin-std	dry	siccus	1398	DRY	lati1261	logos
232590	Galician-std	dry	seco	1398	DRY	gali1258	logos
232591	Galician-std	dry	secar	1398	DRY	gali1258	logos
48000	Venetian-std	dust	pols	2	DUST	vene1258	logos
84037	Hindi-std	dust	ग़ुबार	2	DUST	hind1269	logos
163301	Romagnol-std	dust	pulveròun	2	DUST	roma1328	logos
198240	Latin-std	dust	pulvis	2	DUST	lati1261	logos
48561	Venetian-std	dwell, live	residit	363	DWELL (LIVE, RESIDE)	vene1258	logos
84609	Hindi-std	dwell, live	जीना	363	DWELL (LIVE, RESIDE)	hind1269	logos
84610	Hindi-std	dwell, live	रहना	363	DWELL (LIVE, RESIDE)	hind1269	logos
163866	Romagnol-std	dwell, live	ster	363	DWELL (LIVE, RESIDE)	roma1328	logos
163867	Romagnol-std	dwell, live	vòivar	363	DWELL (LIVE, RESIDE)	roma1328	logos
198944	Latin-std	dwell, live	vivere	363	DWELL (LIVE, RESIDE)	lati1261	logos
198945	Latin-std	dwell, live	habitare	363	DWELL (LIVE, RESIDE)	lati1261	logos
232919	Galician-std	dwell, live	vivir	363	DWELL (LIVE, RESIDE)	gali1258	logos
232920	Galician-std	dwell, live	residir	363	DWELL (LIVE, RESIDE)	gali1258	logos
48553	Venetian-std	dye	tenyir	157	DYE	vene1258	logos
163855	Romagnol-std	dye	tènzar	157	DYE	roma1328	logos
198935	Latin-std	dye	tingere	157	DYE	lati1261	logos
232911	Galician-std	dye	tinxir	157	DYE	gali1258	logos
198449	Latin-std	early	mox	672	EARLY	lati1261	logos
232536	Galician-std	early	pronto	672	EARLY	gali1258	logos
48086	Venetian-std	earn	guanyar	733	EARN	vene1258	logos
84117	Hindi-std	earn	कमाना	733	EARN	hind1269	logos
163392	Romagnol-std	earn	gvadagnè	733	EARN	roma1328	logos
198350	Latin-std	earn	merere	733	EARN	lati1261	logos
232447	Galician-std	earn	gañar	733	EARN	gali1258	logos
84036	Hindi-std	earth=ground, soil	मिट्टी	1228	EARTH (SOIL)	hind1269	logos
163300	Romagnol-std	earth=ground, soil	tirèn	1228	EARTH (SOIL)	roma1328	logos
198239	Latin-std	earth=ground, soil	humus	1228	EARTH (SOIL)	lati1261	logos
48012	Venetian-std	earthquake	tèrratremol	6	EARTHQUAKE	vene1258	logos
84048	Hindi-std	earthquake	भूकंप	6	EARTHQUAKE	hind1269	logos
163318	Romagnol-std	earthquake	taramòt	6	EARTHQUAKE	roma1328	logos
198254	Latin-std	earthquake	terraemotus	6	EARTHQUAKE	lati1261	logos
48114	Venetian-std	east	est	1877	EAST	vene1258	logos
84143	Hindi-std	east	पूर्व	1877	EAST	hind1269	logos
163420	Romagnol-std	east	uriént	1877	EAST	roma1328	logos
198383	Latin-std	east	oriens	1877	EAST	lati1261	logos
84329	Hindi-std	easy	आसान	686	EASY	hind1269	logos
163610	Romagnol-std	easy	fàzil	686	EASY	roma1328	logos
198604	Latin-std	easy	facilis	686	EASY	lati1261	logos
232670	Galician-std	easy	fácil	686	EASY	gali1258	logos
48111	Venetian-std	edge	acera	863	EDGE	vene1258	logos
48112	Venetian-std	edge	vorera	863	EDGE	vene1258	logos
84139	Hindi-std	edge	सिरा	863	EDGE	hind1269	logos
163417	Romagnol-std	edge	bòrd	863	EDGE	roma1328	logos
232476	Galician-std	edge	beira	863	EDGE	gali1258	logos
48536	Venetian-std	egg yolk	boto	1556	YOLK	vene1258	logos
48537	Venetian-std	egg yolk	borro	1556	YOLK	vene1258	logos
48538	Venetian-std	egg yolk	capoll	1556	YOLK	vene1258	logos
48539	Venetian-std	egg yolk	gema	1556	YOLK	vene1258	logos
48540	Venetian-std	egg yolk	ull	1556	YOLK	vene1258	logos
48541	Venetian-std	egg yolk	rovell	1556	YOLK	vene1258	logos
84584	Hindi-std	egg yolk	अंडपीत	1556	YOLK	hind1269	logos
163841	Romagnol-std	egg yolk	tòral	1556	YOLK	roma1328	logos
198919	Latin-std	egg yolk	vitellus	1556	YOLK	lati1261	logos
48452	Venetian-std	elbow	colze	981	ELBOW	vene1258	logos
84496	Hindi-std	elbow	कुहनी	981	ELBOW	hind1269	logos
163750	Romagnol-std	elbow	gòmt	981	ELBOW	roma1328	logos
198816	Latin-std	elbow	cubitum	981	ELBOW	lati1261	logos
198263	Latin-std	embers	carbonisignis	67	EMBERS	lati1261	logos
232378	Galician-std	embers	brasa	67	EMBERS	gali1258	logos
198535	Latin-std	embrace	complector	928	EMBRACE	lati1261	logos
48158	Venetian-std	empty	buidar	1624	EMPTY	vene1258	logos
48159	Venetian-std	empty	buit	1624	EMPTY	vene1258	logos
84185	Hindi-std	empty	ख़ाली	1624	EMPTY	hind1269	logos
198426	Latin-std	empty	vacuus	1624	EMPTY	lati1261	logos
198427	Latin-std	empty	exhaurire	1624	EMPTY	lati1261	logos
232519	Galician-std	empty	baleiro	1624	EMPTY	gali1258	logos
48342	Venetian-std	enemy	enemicga	1358	ENEMY	vene1258	logos
84374	Hindi-std	enemy	दुश्मन	1358	ENEMY	hind1269	logos
163653	Romagnol-std	enemy	nimìgh	1358	ENEMY	roma1328	logos
198659	Latin-std	enemy	inimicus	1358	ENEMY	lati1261	logos
232711	Galician-std	enemy	inimigo	1358	ENEMY	gali1258	logos
48156	Venetian-std	enough	pròu	1881	ENOUGH	vene1258	logos
84181	Hindi-std	enough	बस	1881	ENOUGH	hind1269	logos
163456	Romagnol-std	enough	suficièint	1881	ENOUGH	roma1328	logos
198422	Latin-std	enough	satis	1881	ENOUGH	lati1261	logos
198423	Latin-std	enough	sufficit	1881	ENOUGH	lati1261	logos
232512	Galician-std	enough	bastante	1881	ENOUGH	gali1258	logos
232513	Galician-std	enough	chega	1881	ENOUGH	gali1258	logos
232514	Galician-std	enough	chega!	1881	ENOUGH	gali1258	logos
198308	Latin-std	enter	intrare	749	ENTER	lati1261	logos
232418	Galician-std	enter	entrar	749	ENTER	gali1258	logos
48253	Venetian-std	envy, jealousy	esmussament	40	ENVY	vene1258	logos
84284	Hindi-std	envy, jealousy	डाह	40	ENVY	hind1269	logos
163560	Romagnol-std	envy, jealousy	invigia	40	ENVY	roma1328	logos
198542	Latin-std	envy, jealousy	invidia	40	ENVY	lati1261	logos
232619	Galician-std	envy, jealousy	envexa	40	ENVY	gali1258	logos
48154	Venetian-std	every, all	tot	98	ALL	vene1258	logos
84177	Hindi-std	every, all	तमाम	98	ALL	hind1269	logos
163453	Romagnol-std	every, all	tòtt	98	ALL	roma1328	logos
198419	Latin-std	every, all	totus	98	ALL	lati1261	logos
232510	Galician-std	every, all	todo	98	ALL	gali1258	logos
163602	Romagnol-std	explain	spichè	1626	EXPLAIN	roma1328	logos
198596	Latin-std	explain	explicare	1626	EXPLAIN	lati1261	logos
232663	Galician-std	explain	explicar	1626	EXPLAIN	gali1258	logos
48022	Venetian-std	extinguish	extinguit	127	EXTINGUISH	vene1258	logos
163328	Romagnol-std	extinguish	smurzè	127	EXTINGUISH	roma1328	logos
232381	Galician-std	extinguish	extinguir	127	EXTINGUISH	gali1258	logos
48444	Venetian-std	eyelash	pestanya	1540	EYELASH	vene1258	logos
84487	Hindi-std	eyelash	बरौनी	1540	EYELASH	hind1269	logos
163742	Romagnol-std	eyelash	zìli	1540	EYELASH	roma1328	logos
198802	Latin-std	eyelash	cilia	1540	EYELASH	lati1261	logos
232812	Galician-std	eyelash	pestana	1540	EYELASH	gali1258	logos
84486	Hindi-std	eyelid	पपोटा	17	EYELID	hind1269	logos
163741	Romagnol-std	eyelid	palpédra	17	EYELID	roma1328	logos
198801	Latin-std	eyelid	palpebra	17	EYELID	lati1261	logos
48261	Venetian-std	faithful	fidel	100	FAITHFUL	vene1258	logos
84293	Hindi-std	faithful	वफ़ादार	100	FAITHFUL	hind1269	logos
163567	Romagnol-std	faithful	fidàbil	100	FAITHFUL	roma1328	logos
198554	Latin-std	faithful	fidus	100	FAITHFUL	lati1261	logos
232630	Galician-std	faithful	fiel	100	FAITHFUL	gali1258	logos
48030	Venetian-std	fall	caure	1280	FALL	vene1258	logos
84060	Hindi-std	fall	गिरना	1280	FALL	hind1269	logos
163333	Romagnol-std	fall	caschè	1280	FALL	roma1328	logos
198275	Latin-std	fall	cadĕre	1280	FALL	lati1261	logos
232391	Galician-std	fall	caer	1280	FALL	gali1258	logos
84565	Hindi-std	famine	अकाल	199	FAMINE	hind1269	logos
163816	Romagnol-std	famine	micrègna	199	FAMINE	roma1328	logos
198896	Latin-std	famine	caritas	199	FAMINE	lati1261	logos
232881	Galician-std	famine	famenegra	199	FAMINE	gali1258	logos
48368	Venetian-std	father-in-law (of a man)	sògre	2255	FATHER-IN-LAW (OF MAN)	vene1258	logos
84402	Hindi-std	father-in-law (of a man)	ससुर	2255	FATHER-IN-LAW (OF MAN)	hind1269	logos
163675	Romagnol-std	father-in-law (of a man)	msìr	2255	FATHER-IN-LAW (OF MAN)	roma1328	logos
198695	Latin-std	father-in-law (of a man)	socer	2255	FATHER-IN-LAW (OF MAN)	lati1261	logos
48269	Venetian-std	fault	averia	134	FAULT	vene1258	logos
163575	Romagnol-std	fault	varèa	134	FAULT	roma1328	logos
232639	Galician-std	fault	avaría	134	FAULT	gali1258	logos
48257	Venetian-std	fear, fright	por	781	FEAR (FRIGHT)	vene1258	logos
84288	Hindi-std	fear, fright	डर	781	FEAR (FRIGHT)	hind1269	logos
198548	Latin-std	fear, fright	metus	781	FEAR (FRIGHT)	lati1261	logos
232625	Galician-std	fear, fright	medo	781	FEAR (FRIGHT)	gali1258	logos
84503	Hindi-std	feather	पंख	1201	FEATHER	hind1269	logos
163756	Romagnol-std	feather	pána	1201	FEATHER	roma1328	logos
198825	Latin-std	feather	penna	1201	FEATHER	lati1261	logos
232828	Galician-std	feather	pluma	1201	FEATHER	gali1258	logos
48219	Venetian-std	feel	sentir	1079	FEEL	vene1258	logos
198509	Latin-std	feel	sentire	1079	FEEL	lati1261	logos
232581	Galician-std	feel	sentir	1079	FEEL	gali1258	logos
84590	Hindi-std	felt	गुमदा	325	FELT	hind1269	logos
163848	Romagnol-std	felt	fèltar	325	FELT	roma1328	logos
232906	Galician-std	felt	feltro	325	FELT	gali1258	logos
48354	Venetian-std	female	femella	1551	FEMALE	vene1258	logos
84389	Hindi-std	female	मादा	1551	FEMALE	hind1269	logos
163663	Romagnol-std	female	fémna	1551	FEMALE	roma1328	logos
198679	Latin-std	female	femina	1551	FEMALE	lati1261	logos
232724	Galician-std	female	femia	1551	FEMALE	gali1258	logos
48534	Venetian-std	fermented drink	alcohol	404	ALCOHOL (FERMENTED DRINK)	vene1258	logos
48535	Venetian-std	fermented drink	alcohol	404	ALCOHOL (FERMENTED DRINK)	vene1258	logos
163839	Romagnol-std	fermented drink	spìrit	404	ALCOHOL (FERMENTED DRINK)	roma1328	logos
163840	Romagnol-std	fermented drink	alcòl	404	ALCOHOL (FERMENTED DRINK)	roma1328	logos
198918	Latin-std	fermented drink	temetum	404	ALCOHOL (FERMENTED DRINK)	lati1261	logos
232902	Galician-std	fermented drink	alcol	404	ALCOHOL (FERMENTED DRINK)	gali1258	logos
48485	Venetian-std	fever	febra	1534	FEVER	vene1258	logos
84539	Hindi-std	fever	बुख़ार	1534	FEVER	hind1269	logos
163790	Romagnol-std	fever	fèvar	1534	FEVER	roma1328	logos
198866	Latin-std	fever	febris	1534	FEVER	lati1261	logos
232861	Galician-std	fever	febre	1534	FEVER	gali1258	logos
48572	Venetian-std	field (for cultivation)	camp	212	FIELD	vene1258	logos
48573	Venetian-std	field (for cultivation)	ambit	212	FIELD	vene1258	logos
163881	Romagnol-std	field (for cultivation)	chèmpi	212	FIELD	roma1328	logos
163882	Romagnol-std	field (for cultivation)	rigvàrd	212	FIELD	roma1328	logos
198956	Latin-std	field (for cultivation)	ager	212	FIELD	lati1261	logos
198957	Latin-std	field (for cultivation)	ambitus	212	FIELD	lati1261	logos
232931	Galician-std	field (for cultivation)	campo	212	FIELD	gali1258	logos
232932	Galician-std	field (for cultivation)	ámbito	212	FIELD	gali1258	logos
48152	Venetian-std	fifteen	quinze	1709	FIFTEEN	vene1258	logos
84175	Hindi-std	fifteen	पंद्रह	1709	FIFTEEN	hind1269	logos
163451	Romagnol-std	fifteen	quends	1709	FIFTEEN	roma1328	logos
198417	Latin-std	fifteen	quindecim	1709	FIFTEEN	lati1261	logos
232508	Galician-std	fifteen	quince	1709	FIFTEEN	gali1258	logos
48382	Venetian-std	fight (vb)	combatre	1423	FIGHT	vene1258	logos
163686	Romagnol-std	fight (vb)	cumbàtar	1423	FIGHT	roma1328	logos
198712	Latin-std	fight (vb)	pugnare	1423	FIGHT	lati1261	logos
198713	Latin-std	fight (vb)	luctari	1423	FIGHT	lati1261	logos
232745	Galician-std	fight (vb)	combater	1423	FIGHT	gali1258	logos
48072	Venetian-std	find	trobar	719	FIND	vene1258	logos
163375	Romagnol-std	find	truvè	719	FIND	roma1328	logos
198336	Latin-std	find	invenire	719	FIND	lati1261	logos
232436	Galician-std	find	atopar	719	FIND	gali1258	logos
84441	Hindi-std	fine	जुर्माना	218	FINE (PENALTY)	hind1269	logos
198748	Latin-std	fine	multa	218	FINE (PENALTY)	lati1261	logos
232772	Galician-std	fine	multa	218	FINE (PENALTY)	gali1258	logos
48162	Venetian-std	first	abans	728	FIRST	vene1258	logos
84191	Hindi-std	first	पहला	728	FIRST	hind1269	logos
84192	Hindi-std	first	पहला	728	FIRST	hind1269	logos
163464	Romagnol-std	first	prem	728	FIRST	roma1328	logos
163465	Romagnol-std	first	pròim	728	FIRST	roma1328	logos
163466	Romagnol-std	first	prema	728	FIRST	roma1328	logos
198433	Latin-std	first	primum	728	FIRST	lati1261	logos
198434	Latin-std	first	primus	728	FIRST	lati1261	logos
198435	Latin-std	first	primus	728	FIRST	lati1261	logos
232522	Galician-std	first	primeiro	728	FIRST	gali1258	logos
48397	Venetian-std	fishing line	sedal	19	FISHING LINE	vene1258	logos
163696	Romagnol-std	fishing line	lenza	19	FISHING LINE	roma1328	logos
198731	Latin-std	fishing line	linum	19	FISHING LINE	lati1261	logos
48017	Venetian-std	flame (noun)	flama	889	FLAME	vene1258	logos
84054	Hindi-std	flame (noun)	ज्योति	889	FLAME	hind1269	logos
163324	Romagnol-std	flame (noun)	fiàmba	889	FLAME	roma1328	logos
198260	Latin-std	flame (noun)	flamma	889	FLAME	lati1261	logos
232375	Galician-std	flame (noun)	chama	889	FLAME	gali1258	logos
48132	Venetian-std	flat	mapa	1633	FLAT	vene1258	logos
48133	Venetian-std	flat	departament	1633	FLAT	vene1258	logos
48134	Venetian-std	flat	bemòl	1633	FLAT	vene1258	logos
84161	Hindi-std	flat	चपटा	1633	FLAT	hind1269	logos
84162	Hindi-std	flat	समतल	1633	FLAT	hind1269	logos
84163	Hindi-std	flat	फ़्लैट	1633	FLAT	hind1269	logos
163435	Romagnol-std	flat	pèra	1633	FLAT	roma1328	logos
163436	Romagnol-std	flat	apartamèint	1633	FLAT	roma1328	logos
163437	Romagnol-std	flat	bemoll	1633	FLAT	roma1328	logos
198405	Latin-std	flat	planus	1633	FLAT	lati1261	logos
232494	Galician-std	flat	piso	1633	FLAT	gali1258	logos
232495	Galician-std	flat	plano	1633	FLAT	gali1258	logos
232496	Galician-std	flat	bemol	1633	FLAT	gali1258	logos
48428	Venetian-std	flea	puça	232	FLEA	vene1258	logos
84469	Hindi-std	flea	पिस्सू	232	FLEA	hind1269	logos
163728	Romagnol-std	flea	polsa	232	FLEA	roma1328	logos
198783	Latin-std	flea	Pulexirritans	232	FLEA	lati1261	logos
232798	Galician-std	flea	pulga	232	FLEA	gali1258	logos
163354	Romagnol-std	flee	fuzì	956	FLEE	roma1328	logos
198302	Latin-std	flee	fugere	956	FLEE	lati1261	logos
84064	Hindi-std	float	तिरना	1574	FLOAT	hind1269	logos
198282	Latin-std	float	fluitare	1574	FLOAT	lati1261	logos
84062	Hindi-std	flow	प्रवाह	2003	FLOW	hind1269	logos
198280	Latin-std	flow	fluere	2003	FLOW	lati1261	logos
84459	Hindi-std	foal, colt	बछेड़ा	1647	FOAL	hind1269	logos
163717	Romagnol-std	foal, colt	puledar	1647	FOAL	roma1328	logos
198766	Latin-std	foal, colt	eculus	1647	FOAL	lati1261	logos
232787	Galician-std	foal, colt	poldro	1647	FOAL	gali1258	logos
48052	Venetian-std	follow	resultar	1085	FOLLOW	vene1258	logos
163355	Romagnol-std	follow	sèquar	1085	FOLLOW	roma1328	logos
198303	Latin-std	follow	sequi	1085	FOLLOW	lati1261	logos
232412	Galician-std	follow	seguir	1085	FOLLOW	gali1258	logos
48506	Venetian-std	food	menjar	256	FOOD	vene1258	logos
84561	Hindi-std	food	आहार	256	FOOD	hind1269	logos
198890	Latin-std	food	alimentum	256	FOOD	lati1261	logos
48286	Venetian-std	foolish, stupid	estupit	1518	STUPID	vene1258	logos
84314	Hindi-std	foolish, stupid	नासमझ	1518	STUPID	hind1269	logos
163593	Romagnol-std	foolish, stupid	minciunàz	1518	STUPID	roma1328	logos
198582	Latin-std	foolish, stupid	stolidus	1518	STUPID	lati1261	logos
232654	Galician-std	foolish, stupid	estúpido	1518	STUPID	gali1258	logos
48292	Venetian-std	forget	oblidar	1523	FORGET	vene1258	logos
84318	Hindi-std	forget	बिसारना	1523	FORGET	hind1269	logos
163598	Romagnol-std	forget	smèmbar	1523	FORGET	roma1328	logos
198589	Latin-std	forget	oblivisci	1523	FORGET	lati1261	logos
232658	Galician-std	forget	esquencer	1523	FORGET	gali1258	logos
48265	Venetian-std	forgive	perdonar	1528	FORGIVE	vene1258	logos
